sample_location,ufn,species,survey_date,site_id,lat,lon,standard_length,fork_length,weight,date_processed,stock_1,prob_1,stock_2,prob_2,stock_3,prob_3,container_id,comments_sample,comments_fish_health_lab,comments_protocol
BRN41-A1,U4184,SO,2016-06-18,J09,50.579393,-126.714162,95,100,9.7,2017-09-18,L_Adams,0.91,Horsefly,0.07,MiddleShuswap,0.01,BRN41,NA,Lesion on left flank,NA
BRN41-H3,U4185,SO,2016-05-27,D09,50.304166,-125.333511,91,96,8,2017-09-18,L_Adams,0.44,Little,0.35,L_Shuswap,0.11,BRN41,NA,NA,NA
BRN41-G3,U4186,SO,2016-05-27,D09,50.304166,-125.333511,81,87,6.5,2017-09-18,L_Adams,0.95,L_Shuswap,0.02,Portage_Cr,0.01,BRN41,NA,NA,NA
BRN41-F3,U4187,SO,2016-05-27,D09,50.304166,-125.333511,80,85,5.7,2017-09-18,Fennell,0.97,Seymour,0.03,Little,0,BRN41,NA,NA,NA
BRN41-E3,U4188,SO,2016-05-27,D09,50.304166,-125.333511,91,95,8.1,2017-09-18,Chilko,0.54,Little,0.26,L_Adams,0.15,BRN41,NA,NA,NA
BRN41-C3,U4189,SO,2016-05-27,D09,50.304166,-125.333511,101,106,10,2017-09-18,Little,0.57,L_Adams,0.37,L_Shuswap,0.06,BRN41,NA,NA,NA
BRN41-D3,U4190,SO,2016-05-27,D09,50.304166,-125.333511,83,NA,7.2,2017-09-18,Chilko,0.69,Little,0.1,L_Adams,0.09,BRN41,NA,NA,NA
BRN41-B3,U4191,SO,2016-05-27,D09,50.304166,-125.333511,91,94,8,2017-09-18,Little,0.39,Chilko,0.31,L_Adams,0.16,BRN41,NA,NA,NA
BRN41-A3,U4192,SO,2016-05-27,D09,50.304166,-125.333511,91,NA,7.6,2017-09-18,L_Adams,0.96,Little,0.02,L_Shuswap,0.02,BRN41,NA,NA,NA
BRN41-H5,U4193,SO,2016-05-27,D09,50.304166,-125.333511,98,102,9.8,2017-09-18,L_Shuswap,0.97,L_Adams,0.03,MiddleShuswap,0.01,BRN41,NA,NA,NA
BRN41-G5,U4194,SO,2016-05-27,D09,50.304166,-125.333511,88,93,7.2,2017-09-18,Roaring,0.37,Horsefly,0.22,U_Horsefly,0.12,BRN41,NA,Nematode on stomach,NA
BRN41-F5,U4195,SO,2016-05-27,D09,50.304166,-125.333511,82,87,6.3,2017-09-19,L_Adams,0.85,Little,0.05,L_Shuswap,0.04,BRN41,NA,NA,NA
BRN41-E5,U4196,SO,2016-06-14,D22,50.235322,-125.39888,105,121,17.6,2017-09-19,Eagle_L,0.38,MiddleShuswap,0.36,L_Shuswap,0.25,BRN41,NA,NA,NA
BRN41-D5,U4197,SO,2016-06-14,D22,50.235322,-125.39888,97,NA,10.9,2017-09-19,Horsefly,0.66,Quesnel_Decept,0.2,Quesnel_Horsef,0.08,BRN41,NA,NA,NA
BRN41-C5,U4198,SO,2016-06-14,D22,50.235322,-125.39888,92,NA,9,2017-09-19,Eagle_L,0.48,Seymour,0.39,Scotch,0.1,BRN41,NA,NA,NA
BRN41-B5,U4199,SO,2016-06-14,D22,50.235322,-125.39888,118,124,18.4,2017-09-19,Eagle_L,0.43,L_Shuswap,0.42,MiddleShuswap,0.14,BRN41,NA,NA,NA
BRN41-A5,U4200,SO,2016-06-14,D22,50.235322,-125.39888,115,121,16.3,2017-09-19,Sinta,0.49,Chilko,0.29,Chilko-North,0.1,BRN41,NA,NA,NA
BRN41-H10,U4217,SO,2016-05-23,D22,50.224106,-125.395004,84,88,6.7,2017-09-21,L_Adams,0.71,Little,0.08,Chilko,0.07,BRN41,NA,Fish ID tag in carcass bag has the wrong UFN written on it.,Pale liver
BRN41-G10,U4218,SO,2016-05-23,D22,50.224106,-125.395004,99,104,9.3,2017-09-21,L_Adams,0.87,L_Shuswap,0.1,MiddleShuswap,0.01,BRN41,NA,Fish ID tag in carcass bag has the wrong UFN written on it.,NA
BRN41-F10,U4219,SO,2016-05-23,D22,50.224106,-125.395004,97,104,9.5,2017-09-21,Quesnel_Horsef,0.24,Horsefly,0.2,U_Horsefly,0.19,BRN41,NA,Fish ID tag in carcass bag has the wrong UFN written on it.,NA
BRN41-E10,U4220,SO,2016-05-23,D22,50.224106,-125.395004,97,102,10.1,2017-09-21,Horsefly,0.21,Quesnel_Horsef,0.17,Little,0.15,BRN41,NA,Fish ID tag in carcass bag has the wrong UFN written on it.,NA
BRN41-D10,U4221,SO,2016-05-15,D22,50.243454,-125.398108,86,91,6.8,2017-09-21,Horsefly,0.75,Quesnel_Horsef,0.14,McKinley,0.1,BRN41,NA,Fish ID tag in carcass bag has the wrong UFN written on it.,NA
BRN41-H2,U4305,SO,2016-06-14,D09,50.307203,-125.332605,102,NA,10,2017-09-15,MiddleShuswap,0.54,L_Shuswap,0.42,Eagle_L,0.02,BRN41,NA,NA,NA
BRN41-G2,U4306,SO,2016-06-18,J09,50.579393,-126.714162,89,94,7.8,2017-09-15,Nimpkish,1,Woss_Lake,0,NA,NA,BRN41,NA,NA,NA
BRN41-F2,U4307,SO,2016-06-18,J09,50.579393,-126.714162,89,94,6.8,2017-09-15,Horsefly,0.96,MiddleShuswap,0.02,L_Horsefly,0.01,BRN41,NA,NA,NA
BRN41-E2,U4308,SO,2016-06-18,J09,50.579393,-126.714162,87,91,6.6,2017-09-15,L_Adams,0.99,MiddleShuswap,0.01,Little,0,BRN41,NA,NA,NA
BRN41-D2,U4309,SO,2016-05-27,D09,50.304166,-125.333511,95,100,9.1,2017-09-18,Chilko,0.51,Roaring,0.16,Quesnel_Mitche,0.12,BRN41,NA,5 cal bs and 3 cal as attached.,NA
BRN41-C2,U4310,SO,2016-05-27,D09,50.304166,-125.333511,94,99,8.5,2017-09-18,Horsefly,0.44,U_Horsefly,0.27,Quesnel_Horsef,0.26,BRN41,NA,NA,NA
BRN41-B2,U4311,SO,2016-05-27,D09,50.304166,-125.333511,95,100,8.2,2017-09-18,Horsefly,0.43,U_Horsefly,0.28,Quesnel_Horsef,0.15,BRN41,NA,2 cal bs,NA
BRN41-A2,U4312,SO,2016-05-27,D09,50.304166,-125.333511,82,NA,7.1,2017-09-18,L_Shuswap,0.87,Seymour,0.1,Little,0.01,BRN41,NA,NA,NA
BRN41-H4,U4313,SO,2016-05-27,D09,50.304166,-125.333511,90,NA,8,2017-09-18,Little,0.39,L_Adams,0.36,L_Shuswap,0.2,BRN41,NA,NA,NA
BRN41-G4,U4314,SO,2016-06-14,D22,50.235322,-125.39888,95,NA,8.7,2017-09-19,MiddleShuswap,0.9,L_Shuswap,0.1,Eagle_L,0,BRN41,NA,NA,NA
BRN41-F4,U4315,SO,2016-06-14,D22,50.235322,-125.39888,100,104,11.1,2017-09-19,MiddleShuswap,0.95,Seymour,0.04,L_Shuswap,0.01,BRN41,NA,NA,One otolith broken
BRN41-E4,U4316,SO,2016-06-14,D22,50.235322,-125.39888,105,110,12.9,2017-09-19,Chilko,0.74,L_Shuswap,0.22,Eagle_L,0.04,BRN41,NA,NA,NA
BRN41-D4,U4317,SO,2016-06-14,D22,50.235322,-125.39888,99,104,11.3,2017-09-19,MiddleShuswap,0.72,Chilko,0.18,L_Shuswap,0.05,BRN41,NA,Lesions on tail area,One otolith broken
BRN41-C4,U4318,SO,2016-05-22,J09,50.543296,-126.816816,125,NA,18.6,2017-09-20,NA,NA,NA,NA,NA,NA,BRN41,NA,NA,NA
BRN41-B4,U4319,SO,2016-05-22,J09,50.543296,-126.816816,107,NA,11.8,2017-09-20,Nadina,0.78,Stellako,0.22,Seymour,0,BRN41,NA,NA,NA
BRN41-A4,U4320,SO,2016-05-22,J09,50.543296,-126.816816,110,NA,13.4,2017-09-20,Stellako,1,Kuzkwa_Cr,0,NA,NA,BRN41,NA,NA,NA
BRN41-H7,U4321,SO,2016-05-22,J09,50.543296,-126.816816,114,NA,13,2017-09-20,Birkenhead,1,NA,NA,NA,NA,BRN41,NA,NA,NA
BRN41-G7,U4322,SO,2016-05-22,J09,50.543296,-126.816816,113,NA,13.7,2017-09-20,Horsefly,0.43,U_Horsefly,0.32,Stellako,0.12,BRN41,NA,NA,NA
BRN41-F7,U4323,SO,2016-05-22,J09,50.543296,-126.816816,91,NA,7,2017-09-20,NA,NA,NA,NA,NA,NA,BRN41,NA,NA,NA
BRN41-E7,U4324,SO,2016-05-22,J09,50.543296,-126.816816,105,NA,10.7,2017-09-21,NA,NA,NA,NA,NA,NA,BRN41,NA,NA,NA
BRN41-D7,U4325,SO,2016-05-22,J09,50.543296,-126.816816,110,NA,12.7,2017-09-21,Birkenhead,0.62,Chilko,0.3,Smokehouse_Ck,0.05,BRN41,NA,NA,NA
BRN41-C7,U4326,SO,2016-05-22,J09,50.543296,-126.816816,114,NA,11.5,2017-09-21,Chilko,0.99,Horsefly,0,Dust,0,BRN41,NA,NA,NA
BRN41-B7,U4327,SO,2016-05-23,D22,50.224106,-125.395004,85,NA,6.6,2017-09-21,L_Adams,0.57,Little,0.28,L_Shuswap,0.14,BRN41,NA,NA,NA
BRN41-A7,U4328,SO,2016-05-23,D22,50.224106,-125.395004,87,92,6.7,2017-09-21,Chilko,0.37,L_Adams,0.21,Seymour,0.14,BRN41,NA,NA,NA
BRN41-G9,U4329,SO,2016-05-23,D22,50.224106,-125.395004,91,96,8.5,2017-09-21,Horsefly,0.44,U_Horsefly,0.28,Quesnel_Horsef,0.26,BRN41,NA,NA,NA
BRN41-H9,U4330,SO,2016-05-23,D22,50.224106,-125.395004,89,94,6.5,2017-09-21,L_Adams,0.82,Little,0.1,L_Shuswap,0.06,BRN41,NA,NA,NA
BRN41-F9,U4331,SO,2016-05-23,D22,50.224106,-125.395004,91,96,8.2,2017-09-21,L_Shuswap,0.63,L_Adams,0.26,Little,0.07,BRN41,NA,NA,NA
BRN41-E9,U4332,SO,2016-05-23,D22,50.224106,-125.395004,89,94,7.8,2017-09-21,L_Adams,0.49,Little,0.37,L_Shuswap,0.08,BRN41,NA,NA,NA
BRN41-D9,U4333,SO,2016-05-23,D22,50.224106,-125.395004,86,NA,6.8,2017-09-21,L_Shuswap,0.83,Little,0.09,L_Adams,0.06,BRN41,NA,NA,NA
BRN41-C9,U4334,SO,2016-05-23,D22,50.224106,-125.395004,85,NA,6.5,2017-09-21,Seymour,0.51,L_Adams,0.38,Little,0.06,BRN41,NA,Pale liver,NA
BRN41-B9,U4335,SO,2016-05-15,D22,50.243454,-125.398108,118,124,16.6,2017-09-22,Stellako,0.78,Tachie,0.18,Nadina,0.03,BRN41,NA,NA,NA
BRN41-A9,U4336,SO,2016-05-15,D22,50.243454,-125.398108,86,NA,6,2017-09-22,L_Shuswap,0.86,MiddleShuswap,0.11,Dust,0.03,BRN41,NA,NA,NA
BRN41-H12,U4337,SO,2016-05-15,D22,50.243454,-125.398108,89,95,6.8,2017-09-22,Chilko,0.86,Nadina,0.05,Horsefly,0.04,BRN41,NA,NA,NA
BRN41-G12,U4338,SO,2016-05-15,D22,50.243454,-125.398108,78,NA,4.9,2017-09-22,L_Shuswap,0.79,MiddleShuswap,0.12,Chilko,0.09,BRN41,NA,NA,NA
BRN41-F12,U4339,SO,2016-05-15,D22,50.243454,-125.398108,100,105,10.5,2017-09-22,Chilko,1,Nadina,0,NA,NA,BRN41,NA,NA,NA
BRN41-E12,U4340,SO,2016-05-15,D22,50.243454,-125.398108,114,NA,15.7,2017-09-22,Nadina,0.98,Tachie,0.02,Dust,0,BRN41,NA,NA,NA
BRN41-H6,U4345,SO,2016-06-14,D22,50.235322,-125.39888,104,110,12.8,2017-09-19,Seymour,0.7,Scotch,0.3,Eagle_L,0,BRN41,NA,NA,NA
BRN41-G6,U4346,SO,2016-05-28,J03,50.545897,-126.668909,95,100,9,2017-09-19,Quesnel_Horsef,0.32,Chilko,0.2,Little,0.16,BRN41,NA,NA,NA
BRN41-F6,U4347,SO,2016-05-28,J03,50.545897,-126.668909,91,96,9,2017-09-19,Roaring,0.38,Quesnel_Horsef,0.26,Chilko,0.14,BRN41,NA,NA,NA
BRN41-E6,U4348,SO,2016-05-28,J03,50.545897,-126.668909,87,92,7.7,2017-09-19,Quesnel_Horsef,0.79,U_Horsefly,0.11,Little,0.03,BRN41,NA,NA,NA
BRN41-D6,U4349,SO,2016-05-28,J03,50.545897,-126.668909,94,99,9.8,2017-09-19,Quesnel_Horsef,0.76,U_Horsefly,0.14,Horsefly,0.06,BRN41,NA,NA,NA
BRN41-C6,U4350,SO,2016-05-28,J03,50.545897,-126.668909,94,99,9.1,2017-09-19,Quesnel_Horsef,0.43,Roaring,0.34,Chilko,0.08,BRN41,NA,NA,NA
BRN41-B6,U4351,SO,2016-05-22,J09,50.543296,-126.816816,82,NA,5.5,2017-09-21,NA,NA,NA,NA,NA,NA,BRN41,NA,NA,NA
BRN41-A6,U4352,SO,2016-05-22,J09,50.543296,-126.816816,107,NA,12.6,2017-09-21,NA,NA,NA,NA,NA,NA,BRN41,NA,NA,NA
BRN41-H8,U4353,SO,2016-05-22,J09,50.543296,-126.816816,129,NA,20.5,2017-09-21,Nadina,0.99,Stellako,0.01,Paula,0,BRN41,NA,NA,NA
BRN41-G8,U4354,SO,2016-05-22,J09,50.543296,-126.816816,110,NA,11.8,2017-09-21,NA,NA,NA,NA,NA,NA,BRN41,NA,NA,NA
BRN41-F8,U4355,SO,2016-05-23,D22,50.224106,-125.395004,95,100,10.1,2017-09-21,Quesnel_Mitche,0.97,Roaring,0.03,Wasko_Cr,0,BRN41,NA,NA,NA
BRN41-E8,U4356,SO,2016-05-23,D22,50.224106,-125.395004,87,92,7,2017-09-21,L_Adams,0.77,L_Shuswap,0.17,Little,0.05,BRN41,Forgot to sample gill until after completion of remainder of dissection; sample thawed,NA,Forgot to sample gill until after completion of remainder of dissection; sample thawed
BRN41-D8,U4357,SO,2016-05-23,D22,50.224106,-125.395004,81,NA,6.5,2017-09-21,Little,0.7,L_Adams,0.29,Seymour,0.01,BRN41,Heart & liver slightly thawed,NA,Heart & liver slightly thawed
BRN41-C8,U4358,SO,2016-05-23,D22,50.224106,-125.395004,91,96,7.3,2017-09-21,Seymour,1,L_Adams,0,Chilko,0,BRN41,NA,NA,NA
BRN41-B8,U4359,SO,2016-05-23,D22,50.224106,-125.395004,78,83,5.4,2017-09-21,L_Shuswap,0.91,MiddleShuswap,0.08,L_Adams,0,BRN41,NA,NA,NA
BRN41-A8,U4360,SO,2016-05-23,D22,50.224106,-125.395004,88,NA,7.4,2017-09-21,L_Adams,0.93,L_Shuswap,0.03,Fennell,0.02,BRN41,NA,NA,NA
BRN41-H11,U4361,SO,2016-05-23,D22,50.224106,-125.395004,88,NA,7.5,2017-09-21,Chilko,0.98,L_Adams,0.01,L_Shuswap,0,BRN41,NA,NA,NA
BRN41-G11,U4362,SO,2016-05-23,D22,50.224106,-125.395004,86,NA,7.7,2017-09-21,Chilko,0.96,Little,0.04,Sinta,0,BRN41,NA,NA,NA
BRN41-F11,U4363,SO,2016-05-15,D22,50.243454,-125.398108,107,112,11.7,2017-09-21,Tachie,0.65,Dust,0.2,Kuzkwa_Cr,0.07,BRN41,NA,NA,NA
BRN41-E11,U4364,SO,2016-05-15,D22,50.243454,-125.398108,95,101,8.5,2017-09-21,Chilko,0.31,Seymour,0.29,L_Adams,0.18,BRN41,NA,NA,NA
BRN41-D11,U4365,SO,2016-05-15,D22,50.243454,-125.398108,97,102,8.7,2017-09-25,Nadina,0.55,Stellako,0.4,Tachie,0.05,BRN41,NA,NA,NA
BRN41-C11,U4366,SO,2016-05-15,D22,50.243454,-125.398108,91,NA,7.9,2017-09-25,Chilko,0.84,L_Shuswap,0.05,L_Adams,0.04,BRN41,NA,NA,NA
BRN41-B11,U4367,SO,2016-05-28,J03,50.545897,-126.668909,99,104,10.2,2017-09-25,Scotch,0.83,Seymour,0.08,Little,0.03,BRN41,NA,NA,NA
BRN41-A11,U4368,SO,2016-05-28,J03,50.545897,-126.668909,94,98,9.4,2017-09-25,Chilko,0.34,Tachie,0.16,Little,0.15,BRN41,NA,NA,No otliths taken
BRN41-C10,U4369,SO,2016-05-15,D22,50.243454,-125.398108,100,105,10.1,2017-09-22,Chilko,0.99,Portage_Cr,0,Mitchell,0,BRN41,NA,NA,1 otolith broke
BRN41-B10,U4370,SO,2016-05-15,D22,50.243454,-125.398108,95,NA,9,2017-09-22,Chilko,0.98,L_Shuswap,0.01,L_Adams,0,BRN41,NA,NA,1 otolith broke
BRN41-A10,U4371,SO,2016-05-15,D22,50.243454,-125.398108,89,NA,6.6,2017-09-22,L_Shuswap,0.86,MiddleShuswap,0.12,L_Adams,0.02,BRN41,NA,NA,NA
BRN41-D12,U4372,SO,2016-05-15,D22,50.243454,-125.398108,87,NA,6.2,2017-09-25,L_Shuswap,0.85,MiddleShuswap,0.15,Chilko,0,BRN41,NA,NA,NA
BRN41-C12,U4373,SO,2016-05-15,D22,50.243454,-125.398108,108,NA,13.2,2017-09-25,Chilko,1,L_Shuswap,0,Horsefly,0,BRN41,NA,NA,NA
BRN41-B12,U4374,SO,2016-05-15,D22,50.243454,-125.398108,121,NA,16.6,2017-09-25,Chilko,1,L_Shuswap,0,Eagle_L,0,BRN41,NA,NA,1 broke otolith
BRN41-A12,U4375,SO,2016-05-15,D22,50.243454,-125.398108,100,NA,9.3,2017-09-25,Chilko,1,NA,NA,NA,NA,BRN41,NA,NA,NA
BRN42-H2,U4222,SO,2016-06-14,D22,50.235322,-125.39888,119,124,16.4,2017-09-25,Eagle_L,0.71,MiddleShuswap,0.21,L_Shuswap,0.07,BRN42,NA,NA,NA
BRN42-G2,U4223,SO,2016-06-14,D22,50.235322,-125.39888,94,NA,9.9,2017-09-25,MiddleShuswap,0.58,L_Shuswap,0.26,Eagle_L,0.06,BRN42,NA,NA,NA
BRN42-F2,U4224,SO,2016-06-14,D22,50.235322,-125.39888,93,99,9.2,2017-09-25,MiddleShuswap,0.85,Eagle_L,0.1,L_Shuswap,0.03,BRN42,NA,NA,NA
BRN42-H1,U4341,SO,2016-05-15,D22,50.243454,-125.398108,91,NA,7.2,2017-09-25,Horsefly,0.72,Quesnel_Horsef,0.15,McKinley,0.12,BRN42,NA,NA,1 broke otolith
BRN42-G1,U4342,SO,2016-05-15,D22,50.243454,-125.398108,97,NA,8.7,2017-09-25,L_Shuswap,0.88,MiddleShuswap,0.12,L_Adams,0,BRN42,NA,NA,NA
BRN42-F1,U4343,SO,2016-05-28,J03,50.545897,-126.668909,90,95,8.2,2017-09-25,Little,0.36,L_Shuswap,0.34,Chilko,0.17,BRN42,NA,NA,NA
BRN42-E1,U4344,SO,2016-06-14,D22,50.235322,-125.39888,96,NA,9.6,2017-09-25,L_Shuswap,0.51,MiddleShuswap,0.48,Eagle_L,0.01,BRN42,NA,NA,NA
BRN42-B1,U4376,SO,2016-06-09,D07,50.190683,-125.143138,101,106,11.2,2017-09-26,NA,NA,NA,NA,NA,NA,BRN42,NA,NA,NA
BRN42-A1,U4377,SO,2016-06-09,D07,50.190683,-125.143138,92,NA,11,2017-09-26,NA,NA,NA,NA,NA,NA,BRN42,NA,NA,NA
BRN42-H7,U4378,SO,2016-06-03,D07,50.190887,-125.143416,91,NA,8.8,2017-09-27,NA,NA,NA,NA,NA,NA,BRN42,NA,NA,1 otolith broke
BRN42-E2,U4379,SO,2016-06-09,D07,50.190683,-125.143138,85,89,6.7,2017-09-25,NA,NA,NA,NA,NA,NA,BRN42,NA,NA,NA
BRN42-D2,U4380,SO,2016-06-09,D07,50.190683,-125.143138,94,99,9.7,2017-09-25,NA,NA,NA,NA,NA,NA,BRN42,NA,NA,NA
BRN42-G7,U4381,SO,2016-06-09,J09,50.544941,-126.816489,101,106,10.3,2017-09-27,Chilko,0.98,L_Adams,0.01,Chilko-North,0,BRN42,NA,NA,NA
BRN42-D1,U4393,SO,2016-06-14,D22,50.235322,-125.39888,98,NA,9.8,2017-09-25,MiddleShuswap,0.84,L_Shuswap,0.16,Seymour,0,BRN42,NA,NA,NA
BRN42-C1,U4394,SO,2016-06-14,D22,50.235322,-125.39888,93,97,10.2,2017-09-25,Horsefly,0.45,Quesnel_Decept,0.24,Quesnel_Horsef,0.08,BRN42,NA,NA,NA
BRN42-C2,U4395,SO,2016-06-09,D07,50.190683,-125.143138,104,109,11.3,2017-09-26,NA,NA,NA,NA,NA,NA,BRN42,NA,NA,NA
BRN42-B2,U4396,SO,2016-05-28,J02,50.60125,-126.704457,107,112,11.4,2017-09-26,NA,NA,NA,NA,NA,NA,BRN42,NA,NA,NA
BRN42-A2,U4397,SO,2016-05-28,J02,50.60125,-126.704457,93,98,8.5,2017-09-26,NA,NA,NA,NA,NA,NA,BRN42,NA,NA,NA
BRN42-H6,U4398,SO,2016-05-28,J02,50.60125,-126.704457,93,NA,7.3,2017-09-26,NA,NA,NA,NA,NA,NA,BRN42,NA,NA,NA
BRN42-G6,U4399,SO,2016-05-28,J02,50.60125,-126.704457,99,105,9.7,2017-09-26,NA,NA,NA,NA,NA,NA,BRN42,NA,NA,NA
BRN42-F6,U4400,SO,2016-06-03,D07,50.190887,-125.143416,91,95,7.9,2017-09-26,NA,NA,NA,NA,NA,NA,BRN42,NA,NA,NA
BRN42-E6,U4401,SO,2016-06-03,D07,50.190887,-125.143416,88,NA,7.3,2017-09-26,NA,NA,NA,NA,NA,NA,BRN42,NA,NA,NA
BRN42-D6,U4402,SO,2016-06-03,D07,50.190887,-125.143416,106,111,11.1,2017-09-26,NA,NA,NA,NA,NA,NA,BRN42,NA,NA,NA
BRN42-C6,U4403,SO,2016-07-04,J09,50.543818,-126.794456,99,NA,12.6,2017-09-29,Nimpkish,1,NA,NA,NA,NA,BRN42,NA,NA,NA
BRN42-B6,U4404,SO,2016-06-03,D07,50.190887,-125.143416,91,96,8,2017-09-29,NA,NA,NA,NA,NA,NA,BRN42,NA,NA,NA
BRN42-A6,U4405,SO,2016-06-03,D07,50.190887,-125.143416,97,102,8.4,2017-09-29,NA,NA,NA,NA,NA,NA,BRN42,NA,NA,NA
BRN42-H11,U4406,SO,2016-06-03,D07,50.190887,-125.143416,87,92,7.6,2017-09-29,NA,NA,NA,NA,NA,NA,BRN42,NA,NA,NA
BRN42-G11,U4407,SO,2016-06-07,D09,50.30436,-125.332956,91,95,8.2,2017-09-29,L_Shuswap,0.78,Eagle_L,0.13,L_Adams,0.08,BRN42,NA,NA,NA
BRN42-F11,U4408,SO,2016-06-07,D09,50.30436,-125.332956,84,NA,6.4,2017-09-29,L_Shuswap,0.68,L_Adams,0.21,Little,0.07,BRN42,NA,NA,NA
BRN42-D11,U4409,SO,2016-06-23,J03,50.55803,-126.73463,102,108,10.8,2017-09-29,L_Shuswap,0.31,Little,0.29,MiddleShuswap,0.13,BRN42,NA,NA,NA
BRN42-F7,U4413,SO,2016-06-03,D07,50.190887,-125.143416,89,NA,7.9,2017-09-29,NA,NA,NA,NA,NA,NA,BRN42,NA,NA,NA
BRN42-E7,U4414,SO,2016-06-03,D07,50.190887,-125.143416,81,86,5.8,2017-09-29,NA,NA,NA,NA,NA,NA,BRN42,NA,NA,One oto
BRN42-D7,U4415,SO,2016-06-07,D09,50.30436,-125.332956,84,NA,7.2,2017-09-29,Scotch,0.41,L_Shuswap,0.32,L_Adams,0.18,BRN42,NA,NA,White colouring on intestines
BRN42-C7,U4416,SO,2016-06-23,J03,50.55803,-126.73463,105,111,13.3,2017-09-29,L_Shuswap,0.61,Little,0.21,MiddleShuswap,0.19,BRN42,NA,NA,NA
BRN42-H3,U4417,SO,2016-06-14,D22,50.235322,-125.39888,95,NA,9.2,2017-09-25,Mitchell,0.5,Quesnel_Mitche,0.33,Blue_Lead_Ck,0.1,BRN42,NA,NA,NA
BRN42-G3,U4418,SO,2016-06-14,D22,50.235322,-125.39888,109,115,14.5,2017-09-25,Eagle_L,0.49,Chilko,0.38,Chilko-North,0.08,BRN42,NA,NA,1 broken otolith
BRN42-F3,U4419,SO,2016-06-14,D22,50.235322,-125.39888,92,97,10.3,2017-09-25,Chilko,0.87,Chilko-North,0.11,Horsefly,0.01,BRN42,NA,NA,NA
BRN42-E3,U4420,SO,2016-06-14,D22,50.235322,-125.39888,100,105,11.7,2017-09-25,Chilko,0.84,Horsefly,0.06,Chilko-North,0.06,BRN42,Brain fell on top of dissection tray,NA,Brain fell on top of dissection tray
BRN42-D3,U4421,SO,2016-06-09,D07,50.190683,-125.143138,91,96,8.7,2017-09-25,NA,NA,NA,NA,NA,NA,BRN42,NA,NA,NA
BRN42-C3,U4422,SO,2016-06-09,D07,50.190683,-125.143138,94,NA,8.8,2017-09-25,NA,NA,NA,NA,NA,NA,BRN42,NA,NA,NA
BRN42-B3,U4423,SO,2016-06-09,D07,50.190683,-125.143138,102,107,12.7,2017-09-26,NA,NA,NA,NA,NA,NA,BRN42,NA,NA,NA
BRN42-A3,U4424,SO,2016-06-09,D07,50.190683,-125.143138,94,99,8.8,2017-09-26,NA,NA,NA,NA,NA,NA,BRN42,NA,NA,NA
BRN42-H5,U4425,SO,2016-05-28,J02,50.60125,-126.704457,112,118,13,2017-09-26,NA,NA,NA,NA,NA,NA,BRN42,NA,NA,NA
BRN42-G5,U4426,SO,2016-05-28,J02,50.60125,-126.704457,91,NA,7.7,2017-09-26,NA,NA,NA,NA,NA,NA,BRN42,NA,NA,NA
BRN42-F5,U4427,SO,2016-05-28,J02,50.60125,-126.704457,92,NA,7.8,2017-09-26,NA,NA,NA,NA,NA,NA,BRN42,NA,NA,NA
BRN42-E5,U4428,SO,2016-05-28,J02,50.60125,-126.704457,96,101,8.6,2017-09-26,NA,NA,NA,NA,NA,NA,BRN42,NA,NA,NA
BRN42-D5,U4429,SO,2016-06-03,D07,50.190887,-125.143416,101,106,11.9,2017-09-26,NA,NA,NA,NA,NA,NA,BRN42,NA,NA,NA
BRN42-C5,U4430,SO,2016-06-03,D07,50.190887,-125.143416,87,91,7.5,2017-09-26,NA,NA,NA,NA,NA,NA,BRN42,NA,NA,NA
BRN42-B5,U4431,SO,2016-06-03,D07,50.190887,-125.143416,99,104,9.8,2017-09-26,NA,NA,NA,NA,NA,NA,BRN42,NA,NA,NA
BRN42-A5,U4432,SO,2016-06-03,D07,50.190887,-125.143416,84,88,7.1,2017-09-26,NA,NA,NA,NA,NA,NA,BRN42,NA,NA,NA
BRN42-H9,U4433,SO,2016-06-03,D07,50.190887,-125.143416,89,95,8.1,2017-09-29,NA,NA,NA,NA,NA,NA,BRN42,spleen fell on chamois,NA,Spleen fell on chamois
BRN42-G9,U4434,SO,2016-06-03,D07,50.190887,-125.143416,84,88,6.8,2017-09-29,NA,NA,NA,NA,NA,NA,BRN42,NA,NA,NA
BRN42-F9,U4435,SO,2016-06-07,D09,50.30436,-125.332956,89,NA,7.5,2017-09-29,L_Shuswap,0.76,Scotch,0.21,L_Adams,0.02,BRN42,NA,NA,NA
BRN42-E9,U4436,SO,2016-06-23,J03,50.55803,-126.73463,115,121,17.9,2017-09-29,Little,0.74,MiddleShuswap,0.19,L_Shuswap,0.06,BRN42,NA,NA,NA
BRN42-D9,U4437,SO,2016-06-23,J03,50.55803,-126.73463,117,122,17.9,2017-09-29,L_Shuswap,0.53,Chilko,0.46,MiddleShuswap,0,BRN42,brain fell on chamois,NA,Brain fell on chamois
BRN42-C9,U4438,SO,2016-06-01,D22,50.24565,-125.396035,87,91,7.3,2017-09-29,L_Shuswap,0.95,L_Adams,0.04,MiddleShuswap,0,BRN42,NA,Lesion on right flank,NA
BRN42-B9,U4439,SO,2016-06-01,D22,50.24565,-125.396035,83,NA,6.9,2017-09-29,Chilko,0.45,L_Adams,0.29,L_Shuswap,0.14,BRN42,Fish slightly thawed,"Significant predator scarring, scall loss & lesions",Fish slightly thawed
