ufn,seine_id,species,package_id,fish_time_out,fish_time_dewar,fork_length_field,height_field,weight_field,analysis_planned,dissection_status,lice_qc_flag,qc_comments,survey_date,site_id,region,cal_cope_field,lep_cope_field,chal_a_field,chal_b_field,cal_mot_field,cm_field,cpaf_field,caf_field,cgf_field,lpam_field,lpaf_field,lam_field,laf_field,lgf_field,unid_cope_field,unid_chal_field,chal_scar,mot_scar,pred_scar,hemorrhaging,eroded_gill_plate,grazed_gill_plate,mate_guarding,pinched_belly,comments_fish_health_field,licing_protocol_field,qc_flag,flag_reason
U16923,JE421N2,SO,P1093,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-21,J09,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16631,JE421N1,HE,P1064,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-21,J09,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16632,JE421N1,HE,P1064,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-21,J09,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16633,JE421N1,HE,P1064,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-21,J09,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16634,JE421N1,HE,P1064,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-21,J09,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16635,JE421N1,HE,P1064,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-21,J09,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16636,JE421N1,HE,P1064,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-21,J09,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16637,JE421N1,HE,P1064,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-21,J09,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16638,JE421N1,HE,P1064,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-21,J09,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16639,JE421N1,HE,P1064,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-21,J09,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16640,JE421N1,HE,P1064,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-21,J09,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16951,JE422N1,SO,P1096,07:30:00,07:43:00,113,21,11,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS,10,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,Chal A floating on scale in bag,salmoncoast_allstages,NA,NA
U16952,JE422N1,SO,P1096,07:42:00,07:55:00,124,23,17.6,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,salmoncoast_allstages,NA,NA
U16953,JE422N1,SO,P1096,07:51:00,08:07:00,140,26,24,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS,2,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,salmoncoast_allstages,NA,NA
U16954,JE422N1,SO,P1096,08:02:00,08:18:00,134,25,21,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,salmoncoast_allstages,NA,NA
U16955,JE422N1,SO,P1096,08:12:00,08:24:00,131,23,23,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,salmoncoast_allstages,NA,NA
U16581,JE422N2,SO,P1059,10:39:00,10:59:00,123,25,15.7,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,"2 H lesions on FL, 3 H DS lesions",salmoncoast_allstages,NA,NA
U16582,JE422N2,SO,P1059,10:48:00,10:59:00,129,24,19.1,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,salmoncoast_allstages,NA,NA
U16583,JE422N2,SO,P1059,10:56:00,11:13:00,126,25,16.4,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS,6,0,6,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,salmoncoast_allstages,NA,NA
U16584,JE422N2,SO,P1059,11:01:00,11:13:00,134,24,21,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lesion on DS, 1 chal A on scale in bag (counted)",salmoncoast_allstages,NA,NA
U16585,JE422N2,SO,P1059,11:06:00,11:17:00,116,24,14.2,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,salmoncoast_allstages,NA,NA
U16611,JE422N1,PI,P1062,NA,NA,103,17,9,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U16612,JE422N1,PI,P1062,NA,NA,109,19,10.9,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS,NA,NA,NA,NA,1,1,0,0,0,0,0,0,1,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U16613,JE422N1,PI,P1062,NA,NA,106,18,7.8,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS,NA,NA,NA,NA,2,2,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U16614,JE422N1,PI,P1062,NA,NA,98,17,7.5,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U16615,JE422N1,PI,P1062,NA,NA,119,21,14.1,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS,NA,NA,NA,NA,1,1,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U16616,JE422N1,PI,P1062,NA,NA,99,15,7.3,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U16617,JE422N1,PI,P1062,NA,NA,100,16,6.1,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS,NA,NA,NA,NA,2,2,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U16618,JE422N1,PI,P1062,NA,NA,104,18,8.2,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U16619,JE422N1,PI,P1062,NA,NA,105,18,6.8,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U16620,JE422N1,PI,P1062,NA,NA,102,17,7.7,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U16911,JE422N1,CU,P1092,NA,NA,119,22,15.4,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U16912,JE422N1,CU,P1092,NA,NA,108,18,12.4,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS,NA,NA,NA,NA,2,2,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U16913,JE422N1,CU,P1092,NA,NA,105,18,10.4,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U16914,JE422N1,CU,P1092,NA,NA,102,17,7.1,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U16915,JE422N1,CU,P1092,NA,NA,113,18,13.2,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U16916,JE422N1,CU,P1092,NA,NA,104,18,19.8,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U16917,JE422N1,CU,P1092,NA,NA,105,18,8.3,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U16918,JE422N1,CU,P1092,NA,NA,108,21,11.4,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,NA,NA,2,0,0,2,0,0,0,0,CS,salmoncoast_motiles,NA,NA
U16919,JE422N1,CU,P1092,NA,NA,117,22,14.6,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U16920,JE422N1,CU,P1092,NA,NA,103,17,8.8,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U16931,JE422N2,SO,P1094,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16932,JE422N2,SO,P1094,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16933,JE422N2,SO,P1094,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16934,JE422N2,SO,P1094,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16935,JE422N2,SO,P1094,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16936,JE422N2,SO,P1094,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16937,JE422N2,SO,P1094,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16531,JE422N2,HE,P1054,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16691,JE422N1,CO,P1070,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-23,J03,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U17891,JE423N1,SO,P1190,07:10:00,07:32:00,145,27,26,SEMSP,not dissected,NA,NA,2018-06-28,J09,JS,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 cal cope floating in bag,salmoncoast_allstages,NA,NA
U17941,JE423N2,SO,P1195,09:16:00,09:29:00,97,18,7.1,SEMSP,not dissected,NA,NA,2018-06-28,J09,JS,8,0,9,1,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Cal cope in bag,salmoncoast_allstages,NA,NA
U17942,JE423N2,SO,P1195,09:20:00,09:29:00,101,17,8.6,SEMSP,not dissected,NA,NA,2018-06-28,J09,JS,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,salmoncoast_allstages,NA,NA
U17943,JE423N2,SO,P1195,09:50:00,10:01:00,98,17,5.9,SEMSP,not dissected,NA,NA,2018-06-28,J09,JS,7,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,salmoncoast_allstages,NA,NA
U17944,JE423N2,SO,P1195,09:54:00,10:09:00,89,17,6.6,SEMSP,not dissected,NA,NA,2018-06-28,J09,JS,8,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cal cope in bag,salmoncoast_allstages,NA,NA
U17931,JE423N1,PI,P1194,NA,NA,101,17,8.5,SEMSP,not dissected,NA,NA,2018-06-28,J09,JS,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17932,JE423N1,PI,P1194,NA,NA,119,22,12.4,SEMSP,not dissected,NA,NA,2018-06-28,J09,JS,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17933,JE423N1,PI,P1194,NA,NA,109,18,10.1,SEMSP,not dissected,NA,NA,2018-06-28,J09,JS,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,Lesion Flank x2,salmoncoast_motiles,NA,NA
U17934,JE423N1,PI,P1194,NA,NA,101,19,8.8,SEMSP,not dissected,NA,NA,2018-06-28,J09,JS,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17935,JE423N1,PI,P1194,NA,NA,111,19,11.7,SEMSP,not dissected,NA,NA,2018-06-28,J09,JS,NA,NA,NA,NA,0,0,0,0,2,0,1,0,0,0,NA,NA,0,0,0,1,0,0,0,0,H Lesion Flank,salmoncoast_motiles,NA,NA
U17936,JE423N1,PI,P1194,NA,NA,97,18,7.5,SEMSP,not dissected,NA,NA,2018-06-28,J09,JS,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17937,JE423N1,PI,P1194,NA,NA,117,23,16.9,SEMSP,not dissected,NA,NA,2018-06-28,J09,JS,NA,NA,NA,NA,2,1,0,1,0,0,0,0,0,0,NA,NA,0,0,0,1,0,0,0,0,"H Lesion VS, Multiple Lesions VS",salmoncoast_motiles,NA,NA
U17938,JE423N1,PI,P1194,NA,NA,94,16,6.4,SEMSP,not dissected,NA,NA,2018-06-28,J09,JS,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17939,JE423N1,PI,P1194,NA,NA,116,20,13.7,SEMSP,not dissected,NA,NA,2018-06-28,J09,JS,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17940,JE423N1,PI,P1194,NA,NA,95,16,6.9,SEMSP,not dissected,NA,NA,2018-06-28,J09,JS,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17731,JE423N2,CU,P1174,NA,NA,106,18,9,SEMSP,not dissected,NA,NA,2018-06-28,J09,JS,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17732,JE423N2,CU,P1174,NA,NA,116,23,14.6,SEMSP,not dissected,NA,NA,2018-06-28,J09,JS,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17733,JE423N2,CU,P1174,NA,NA,113,22,11.7,SEMSP,not dissected,NA,NA,2018-06-28,J09,JS,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17734,JE423N2,CU,P1174,NA,NA,113,21,10,SEMSP,not dissected,NA,NA,2018-06-28,J09,JS,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17735,JE423N2,CU,P1174,NA,NA,115,20,14.3,SEMSP,not dissected,NA,NA,2018-06-28,J09,JS,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17736,JE423N2,CU,P1174,NA,NA,114,22,10.5,SEMSP,not dissected,NA,NA,2018-06-28,J09,JS,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17737,JE423N2,CU,P1174,NA,NA,98,17,7.7,SEMSP,not dissected,NA,NA,2018-06-28,J09,JS,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17738,JE423N2,CU,P1174,NA,NA,99,18,8,SEMSP,not dissected,NA,NA,2018-06-28,J09,JS,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17739,JE423N2,CU,P1174,NA,NA,127,24,21,SEMSP,not dissected,NA,NA,2018-06-28,J09,JS,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17740,JE423N2,CU,P1174,NA,NA,114,21,14.4,SEMSP,not dissected,NA,NA,2018-06-28,J09,JS,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,Lesion Flank,salmoncoast_motiles,NA,NA
U17841,JE423N2,CK,P1185,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-28,J09,JS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U17461,DE533N2,PI,P1147,NA,NA,88,14,3.8,SEMSP,not dissected,NA,NA,2018-06-25,D09,DI,NA,NA,NA,NA,1,1,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,MG,salmoncoast_motiles,NA,NA
U17462,DE533N2,PI,P1147,NA,NA,103,16,8.2,SEMSP,not dissected,NA,NA,2018-06-25,D09,DI,NA,NA,NA,NA,0,0,0,0,2,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17463,DE533N2,PI,P1147,NA,NA,90,14,5.2,SEMSP,not dissected,NA,NA,2018-06-25,D09,DI,NA,NA,NA,NA,1,0,1,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17464,DE533N2,PI,P1147,NA,NA,95,17,6.4,SEMSP,not dissected,NA,NA,2018-06-25,D09,DI,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17465,DE533N2,PI,P1147,NA,NA,98,18,7.5,SEMSP,not dissected,NA,NA,2018-06-25,D09,DI,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17466,DE533N2,PI,P1147,NA,NA,98,16,7.6,SEMSP,not dissected,NA,NA,2018-06-25,D09,DI,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17467,DE533N2,PI,P1147,NA,NA,91,16,6,SEMSP,not dissected,NA,NA,2018-06-25,D09,DI,NA,NA,NA,NA,1,0,0,1,0,0,1,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17468,DE533N2,PI,P1147,NA,NA,91,15,6.1,SEMSP,not dissected,NA,NA,2018-06-25,D09,DI,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17469,DE533N2,PI,P1147,NA,NA,79,12,3.3,SEMSP,not dissected,NA,NA,2018-06-25,D09,DI,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17470,DE533N2,PI,P1147,NA,NA,92,16,5.8,SEMSP,not dissected,NA,NA,2018-06-25,D09,DI,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,isotopod,salmoncoast_motiles,NA,NA
U17161,DE533N2,CU,P1117,NA,NA,108,20,9.8,SEMSP,not dissected,NA,NA,2018-06-25,D09,DI,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17162,DE533N2,CU,P1117,NA,NA,102,17,8.6,SEMSP,not dissected,NA,NA,2018-06-25,D09,DI,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17163,DE533N2,CU,P1117,NA,NA,118,21,13.8,SEMSP,not dissected,NA,NA,2018-06-25,D09,DI,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17164,DE533N2,CU,P1117,NA,NA,96,17,6.5,SEMSP,not dissected,NA,NA,2018-06-25,D09,DI,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,isotopod - flabellifera,salmoncoast_motiles,NA,NA
U17165,DE533N2,CU,P1117,NA,NA,121,23,14.5,SEMSP,not dissected,NA,NA,2018-06-25,D09,DI,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17166,DE533N2,CU,P1117,NA,NA,96,18,6.6,SEMSP,not dissected,NA,NA,2018-06-25,D09,DI,NA,NA,NA,NA,2,2,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17167,DE533N2,CU,P1117,NA,NA,104,21,8.2,SEMSP,not dissected,NA,NA,2018-06-25,D09,DI,NA,NA,NA,NA,2,2,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,isotopod,salmoncoast_motiles,NA,NA
U17168,DE533N2,CU,P1117,NA,NA,85,15,5.2,SEMSP,not dissected,NA,NA,2018-06-25,D09,DI,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17169,DE533N2,CU,P1117,NA,NA,94,15,6.3,SEMSP,not dissected,NA,NA,2018-06-25,D09,DI,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,isotopod,salmoncoast_motiles,NA,NA
U17170,DE533N2,CU,P1117,NA,NA,98,17,8.5,SEMSP,not dissected,NA,NA,2018-06-25,D09,DI,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17041,DE534N2,SO,P1105,09:14:00,09:24:00,130,28,23.7,SEMSP,not dissected,NA,NA,2018-06-26,D27,DI,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,salmoncoast_allstages,NA,NA
U17181,DE534N2,PI,P1119,NA,NA,93,16,5.8,SEMSP,not dissected,NA,NA,2018-06-26,D27,DI,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17182,DE534N2,PI,P1119,NA,NA,93,16,5.8,SEMSP,not dissected,NA,NA,2018-06-26,D27,DI,NA,NA,NA,NA,2,1,0,1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
