"","hakai_id","fork_length","comments"
"1073","U16634",128,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1074","U16172",116,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1075","U16216",123,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1076","U16211",120,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1077","U17431",61,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1078","U17247",102,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1079","U17241",117,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1080","U5026",127,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1081","U5027",121,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1082","U5029",135,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1083","U3256",119,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1084","U3279",119,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1085","U3280",126,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1086","U3261",125,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1087","U3193",128,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1088","U3194",115,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1089","U5031",125,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1090","U5030",121,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1091","U3259",123,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1092","U3262",124,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1093","U4946",149,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1094","U4998",133,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1095","U4953",144,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1096","U3178",126,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1097","U5022",111,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1098","U3164",132,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1099","U2669",167,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1100","U3277",106,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1101","U5024",107,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1102","U5001",127,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1103","U5017",145,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1104","U3170",142,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1105","U3176",138,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1106","U5005",148,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1107","U3191",137,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1108","U2668",136,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1109","U3195",135,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1110","U3257",128,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1111","U3258",132,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1112","U3284",132,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1113","U3988",130,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1114","U3981",129,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1115","U3996",112,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1116","U3997",111,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1117","U3976",114,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1118","U3980",136,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1119","U4007",115,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1120","U3983",123,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1121","U3982",129,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1122","U3979",135,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1123","U4943",122,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1124","U3994",138,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1125","U3967",141,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1126","U10221",110,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1127","U10301",129,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1128","U10461",132,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1129","U10541",123,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1130","U10623",111,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1131","U10701",131,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1132","U11021",128,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1133","U11023",126,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1134","U12702",115,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1135","U12703",112,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1136","U10782",131,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1137","U13021",115,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1138","U13024",119,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1139","U10861",167,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1140","U10941",131,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1141","U10942",144,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1142","U13103",117,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1143","U13108",110,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1144","U13109",111,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1145","U13110",102,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1146","U13025",124,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1147","U16854",160,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1148","U16371",111,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1149","U16372",110,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1150","U17031",118,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1151","U16381",104,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1152","U14001",90,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1153","U14002",95,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1154","U14003",97,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1155","U14039",133,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1156","U14040",111,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1157","U14041",134,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1158","U14004",112,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
