ufn,semsp_id,date_processed,cwt,adipose,weight,standard_length,fork_length,length delta,photo_number,comments_protocol,comments_fish_health_lab,dissector,dissection_protocol,qc_data
U3937,2016-06-01-J02-CO-1,2017-03-08,none,none,23.2,123,130,NA,NA,Brain touched cool rack. date on tag doesn't match group tag (likely 2016/06/01),NA,JG,full work-up 1,CVJ
U3822,2016-05-22-J09-PI-4,2017-03-09,none,none,16.9,118,NA,NA,NA,NA,NA,MF,full work-up 1,CVJ
U3823,2016-05-22-J09-PI-10,2017-03-09,none,none,17.5,122,NA,NA,NA,NA,NA,MF,full work-up 1,CVJ
U3865,2016-06-01-D09-PI-1,2017-03-09,none,none,10.5,98,102,NA,NA,NA,NA,MF,full work-up 1,CVJ
U3866,2016-05-22-J09-PI-3,2017-03-09,none,none,12.3,105,NA,NA,NA,NA,NA,MF,full work-up 1,CVJ
U3867,2016-06-02-J09-PI-5,2017-03-09,none,none,10.2,100,115,NA,NA,NA,NA,MF,full work-up 1,CVJ
U3875,2016-05-22-J09-PI-8,2017-03-09,none,none,14.9,111,116,NA,NA,NA,NA,CVJ,full work-up 1,JG
U3876,2016-05-14-D08-PI-3,2017-03-09,none,none,1.6,54,NA,NA,NA,NA,NA,CVJ,full work-up 1,JG
U3877,2016-06-01-D09-PI-3,2017-03-09,none,none,9.8,100,106,NA,NA,NA,NA,CVJ,full work-up 1,JG
U3878,2016-06-02-J09-PI-4,2017-03-09,none,none,12.7,108,112,NA,NA,NA,NA,CVJ,full work-up 1,JG
U3879,2016-06-02-J09-PI-3,2017-03-09,none,none,11.5,106,110,NA,NA,NA,NA,CVJ,full work-up 1,JG
U3880,2016-06-02-J09-PI-1,2017-03-09,none,none,12.5,107,NA,NA,NA,NA,NA,CVJ,full work-up 1,JG
U3881,2016-06-02-J09-PI-2,2017-03-09,none,none,12.6,107,NA,NA,NA,NA,NA,CVJ,full work-up 1,JG
U3882,2016-06-01-D09-PI-2,2017-03-09,none,none,8.9,93,98,NA,NA,NA,NA,CVJ,full work-up 1,JG
U3938,2016-06-01-J02-CO-2,2017-03-09,none,none,29.9,132,140,NA,NA,Date doesn't match group tag,NA,JG,full work-up 1,CVJ
U3939,2016-06-07-D22-CO-1,2017-03-09,none,none,17.3,115,NA,NA,NA,NA,NA,JG,full work-up 1,CVJ
U3940,2016-05-22-J02-CO-1,2017-03-09,none,none,17.8,109,NA,NA,NA,Spleen touched scales on skin,NA,JG,full work-up 1,CVJ
U3941,2016-06-24-J02-CO-1,2017-03-09,none,none,30.9,130,NA,NA,NA,NA,NA,JG,full work-up 1,CVJ
U3942,2016-05-27-J09-CO-1,2017-03-09,none,none,20.9,121,128,NA,NA,1 broken oto,NA,JG,full work-up 1,CVJ
U3943,2016-06-02-J09-CO-6,2017-03-09,none,none,26.5,136,143,NA,NA,Kidney touched cool rack,NA,JG,full work-up 1,CVJ
U3944,2016-06-02-J09-CO-4,2017-03-09,none,none,21.5,123,130,NA,NA,NA,NA,JG,full work-up 1,CVJ
U3945,2016-06-02-J09-CO-2,2017-03-09,none,none,17.6,114,120,NA,NA,NA,NA,JG,full work-up 1,CVJ
U3946,2016-06-02-J09-CO-5,2017-03-09,none,none,19.9,116,NA,NA,NA,Gill & heart samples from u3947 touched inside walls of tube h5,NA,JG,full work-up 1,CVJ
U3947,2016-06-02-J09-CO-3,2017-03-09,none,none,22,119,126,NA,NA,Gill & heart samples touched inside walls of tube h5,NA,JG,full work-up 1,CVJ
U3948,2016-06-02-J09-CO-1,2017-03-09,none,none,16.7,114,NA,NA,NA,NA,NA,JG,full work-up 1,CVJ
U3949,2016-05-23-D09-CO-1,2017-03-09,none,none,19.2,115,121,NA,NA,No fin clip taken,NA,JG,irregular work-up,CVJ
U3885,2016-05-14-D08-PI-1,2017-03-10,none,none,1.7,59,62,NA,NA,Fish had no scales.,NA,CVJ,full work-up 1,JG
U3886,2016-05-14-D08-PI-2,2017-03-10,none,none,1.8,56,60,NA,NA,RNA cross-contaminated with u3825,NA,CVJ,full work-up 1,JG
U3950,2016-05-14-D08-CO-1,2017-03-10,none,none,34.5,144,152,NA,NA,NA,NA,JG,full work-up 1,JG
U3951,2016-06-18-J09-CO-1,2017-03-10,none,none,18.7,113,119,NA,NA,Brain fell in gill tube,Nematode on kidney,JG,full work-up 1,JG
U3952,2016-06-18-J09-CO-5,2017-03-10,none,none,20.9,114,122,NA,3952,NA,Noticeable scale loss on both sides,JG,full work-up 1,JG
U3953,2016-06-18-J09-CO-6,2017-03-10,none,none,19.4,115,121,NA,NA,NA,NA,JG,full work-up 1,JG
U3954,2016-06-18-J09-CO-7,2017-03-10,none,none,17.4,112,NA,NA,NA,Kidney touched by sample from u3954,NA,JG,full work-up 1,JG
U3955,2016-06-18-J09-CO-3,2017-03-10,none,none,18.5,113,120,NA,NA,Spleen fell on cool rack. kidney touched sample from u3953.,Four nematodes on/around spleen & intestine,JG,full work-up 1,JG
U3701,2016-06-18-J09-CU-1,2017-03-11,none,none,11.8,106,110,NA,NA,NA,NA,JG,full work-up 1,JG
U3702,2016-06-18-J09-CU-2,2017-03-11,none,none,9.5,99,104,NA,NA,NA,NA,JG,full work-up 1,JG
U3956,2016-06-18-J09-CO-2,2017-03-11,none,none,21.8,118,125,NA,NA,Gill sample touched by u3957,NA,JG,full work-up 1,JG
U3957,2016-06-18-J09-CO-4,2017-03-11,none,none,20.9,116,122,NA,NA,Gill sample touched u3956. outside foreceps handled spleen,NA,JG,full work-up 1,JG
U3958,2016-05-23-D22-CO-5,2017-03-11,none,none,20.8,117,NA,NA,NA,NA,Nematode on pyloric caeca,JG,full work-up 1,JG
U3959,2016-05-23-D22-CO-1,2017-03-11,none,none,25.6,125,131,NA,NA,NA,NA,JG,full work-up 1,JG
U3995,2016-05-23-D22-HE-2,2017-03-11,none,none,16.6,112,118,NA,NA,NA,NA,JG,full work-up 1,JG
U3996,2016-05-23-D22-HE-1,2017-03-11,none,none,13.1,107,NA,NA,NA,1 broken otolith,NA,JG,full work-up 1,JG
U3970,2016-05-14-D08-HE-7,2017-03-12,none,none,16.2,117,121,NA,NA,"3 fish samples from 2016/05/14 (he-6, he-3, & he-9) had to be discarded because the cool box fell over knocking all 3 samples out into the freezer.",NA,CVJ,full work-up 1,JG
U3971,2016-05-14-D08-HE-5,2017-03-12,none,none,20,127,132,NA,NA,NA,NA,CVJ,full work-up 1,JG
U3972,2016-05-14-D08-HE-2,2017-03-12,none,none,24.5,137,144,NA,NA,NA,NA,CVJ,full work-up 1,JG
U3973,2016-05-14-D08-HE-4,2017-03-12,none,none,25,135,141,NA,NA,Heart fell into u3974's heart vial (d2),NA,CVJ,full work-up 1,JG
U3974,2016-05-14-D08-HE-8,2017-03-12,none,none,17.7,122,127,NA,NA,NA,NA,CVJ,full work-up 1,JG
U3975,2016-05-14-D08-HE-1,2017-03-12,none,none,10.6,103,108,NA,NA,NA,NA,CVJ,full work-up 1,JG
U3976,2016-05-27-D09-HE-1,2017-03-12,none,none,13.5,109,NA,NA,NA,NA,NA,CVJ,full work-up 1,JG
U3977,2016-05-27-D09-HE-2,2017-03-12,none,none,17.6,119,125,NA,NA,NA,NA,CVJ,full work-up 1,JG
U3997,2016-05-23-D22-HE-3,2017-03-12,none,none,11.4,106,NA,NA,NA,Liver in spleen tube & vice-versa (swapped vials),NA,JG,full work-up 1,JG
U3998,2016-06-07-D22-HE-9,2017-03-12,none,none,16.9,119,125,NA,NA,NA,NA,JG,full work-up 1,JG
U3999,2016-06-07-D22-HE-6,2017-03-12,none,none,18.1,117,121,NA,NA,NA,NA,JG,full work-up 1,JG
U4000,2016-06-07-D22-HE-5,2017-03-12,none,none,17.5,115,121,NA,NA,NA,NA,JG,full work-up 1,JG
U4001,2016-06-07-D22-HE-3,2017-03-12,none,none,18.4,120,126,NA,NA,NA,NA,JG,full work-up 1,JG
U4002,2016-06-07-D22-HE-10,2017-03-12,none,none,18.3,118,123,NA,NA,NA,NA,JG,full work-up 1,JG
U4003,2016-06-07-D22-HE-2,2017-03-12,none,none,19.6,118,125,NA,NA,NA,NA,JG,full work-up 1,JG
U4004,2016-06-07-D22-HE-8,2017-03-12,none,none,19.3,122,128,NA,NA,NA,NA,JG,full work-up 1,JG
U4005,2016-06-07-D22-HE-7,2017-03-12,none,none,14.9,112,118,NA,NA,1 broken otolith,NA,JG,full work-up 1,JG
U4006,2016-06-07-D22-HE-1,2017-03-12,none,none,19.1,122,128,NA,NA,NA,NA,JG,full work-up 1,JG
U3978,2016-06-09-D08-HE-1,2017-03-13,none,none,24.4,127,132,NA,NA,No otolith sample. lost RNA samples.,NA,MF,full work-up 1,JG
U3979,2016-06-09-J02-HE-2,2017-03-13,none,none,27.4,129,NA,NA,NA,1 otolith. lost RNA samples.,NA,MF,full work-up 1,JG
U3980,2016-06-02-J09-HE-1,2017-03-13,none,none,23.7,130,NA,NA,NA,1 broken otolith. lost RNA samples.,NA,MF,full work-up 1,JG
U3981,2016-05-22-J09-HE-1,2017-03-13,none,none,19.3,123,NA,NA,NA,Lost RNA samples,NA,MF,full work-up 1,JG
U3982,2016-06-09-J02-HE-1,2017-03-13,none,none,21.2,123,NA,NA,NA,Lost RNA samples,NA,MF,full work-up 1,JG
U4007,2016-06-07-D22-HE-4,2017-03-13,none,none,15.2,110,NA,NA,NA,Kidney & spleen touched each other,NA,JG,full work-up 1,JG
U4008,2016-05-27-D09-HE-3,2017-03-13,none,none,20,119,125,NA,NA,1 broken otolith,NA,JG,full work-up 1,JG
U4009,2016-05-27-D09-HE-4,2017-03-13,none,none,13.7,109,114,NA,NA,NA,NA,JG,full work-up 1,JG
U4010,2016-06-01-J02-HE-6,2017-03-13,none,none,25.5,138,144,NA,NA,NA,Yellowish pyloric caeca,JG,full work-up 1,JG
U4011,2016-06-01-J02-HE-4,2017-03-13,none,none,30.5,138,143,NA,NA,1 broken otolith,NA,JG,full work-up 1,JG
U4012,2016-06-01-J02-HE-3,2017-03-13,none,none,35.9,147,151,NA,NA,NA,NA,JG,full work-up 1,JG
U4013,2016-06-01-J02-HE-1,2017-03-13,none,none,26.7,130,136,NA,NA,1 otolith (other broken),NA,JG,full work-up 1,JG
U4014,2016-06-01-J02-HE-2,2017-03-13,none,none,19.8,122,128,NA,NA,NA,NA,JG,full work-up 1,JG
U4015,2016-06-01-J02-HE-5,2017-03-13,none,none,30.7,139,146,NA,NA,Heart fell on chamois,Tiny spleen,JG,full work-up 1,JG
U4016,2016-06-01-J02-HE-7,2017-03-13,none,none,16.3,117,124,NA,NA,Brain fell on chamois,NA,JG,full work-up 1,JG
U3703,2016-05-22-J02-CU-4,2017-03-14,none,none,16.7,116,NA,NA,NA,DNA taken from kidney,NA,JG,full work-up 1,JG
U3704,2016-05-22-J02-CU-2,2017-03-14,none,none,23.9,126,132,NA,NA,1 broken otolith,NA,JG,full work-up 1,JG
U3705,2016-05-22-J02-CU-6,2017-03-14,none,none,19.8,117,122,NA,NA,NA,NA,JG,full work-up 1,JG
U3706,2016-05-22-J02-CU-1,2017-03-14,none,none,20.2,118,124,NA,NA,Brain fragment from u3705 touched inside of RNA tube.,Nematode on intestine,JG,full work-up 1,JG
U3707,2016-05-22-J02-CU-3,2017-03-14,none,none,18.1,116,122,NA,NA,NA,NA,JG,full work-up 1,JG
U3708,2016-05-22-J02-CU-8,2017-03-14,none,none,10,98,103,NA,NA,NA,NA,JG,full work-up 1,JG
U3709,2016-05-22-J02-CU-7,2017-03-14,none,none,11.3,103,108,NA,NA,NA,NA,JG,full work-up 1,JG
U3710,2016-05-22-J02-CU-5,2017-03-14,none,none,13.8,106,111,NA,NA,Outside foreceps handled liver & heart. only 1 otolith,NA,JG,full work-up 1,JG
U3711,2016-06-09-J09-CU-7,2017-03-14,none,none,10.2,94,NA,NA,NA,NA,NA,JG,full work-up 1,JG
U3712,2016-06-09-J09-CU-5,2017-03-14,none,none,12.5,105,116,NA,NA,NA,Nematode on intestine,JG,full work-up 1,JG
U3713,2016-06-09-J09-CU-9,2017-03-15,none,none,16.1,115,120,NA,NA,NA,NA,JG,full work-up 1,JG
U3714,2016-06-09-J09-CU-6,2017-03-15,none,none,28.6,131,138,NA,NA,1 otolith (1 broken & not retrieved),NA,JG,full work-up 1,JG
U3715,2016-06-09-J09-CU-8,2017-03-16,none,none,19.4,117,122,NA,NA,Spleen fell on chamois,NA,JG,full work-up 1,JG
U3716,2016-06-09-J09-CU-10,2017-03-16,none,none,12.2,100,106,NA,NA,1 otolith,NA,JG,full work-up 1,JG
U3717,2016-06-09-J09-CU-3,2017-03-16,none,none,10.3,100,NA,NA,NA,NA,NA,JG,full work-up 1,JG
U3718,2016-06-09-J09-CU-2,2017-03-16,none,none,7.3,92,NA,NA,NA,NA,Pale gills,JG,full work-up 1,JG
U3719,2016-06-09-J09-CU-4,2017-03-16,none,none,12.1,101,106,NA,NA,NA,NA,JG,full work-up 1,JG
U3720,2016-06-09-J09-CU-1,2017-03-16,none,none,9.1,95,100,NA,NA,NA,NA,JG,full work-up 1,JG
U3883,2016-05-15-D22-PI-10,2017-03-16,none,none,23,126,132,NA,NA,1 otolith; fish hit floor before dissection,NA,MF,full work-up 1,JG
U3884,2016-05-15-D22-PI-1,2017-03-16,none,none,9.6,100,NA,NA,NA,NA,NA,MF,full work-up 1,JG
U3721,2016-05-15-D22-CU-10,2017-03-17,none,none,12,104,109,NA,NA,NA,NA,JG,full work-up 1,JG
U3722,2016-05-15-D22-CU-6,2017-03-17,none,none,3.2,63,67,NA,NA,Scales too small to take individually; smears taken instead. DNA taken from kidney,Tiny fish,JG,full work-up 1,JG
U3723,2016-05-15-D22-CU-2,2017-03-17,none,none,2.8,64,68,NA,NA,Scales too small to take individually; smears taken instead. DNA taken from kidney,Tiny fish,JG,full work-up 1,JG
U3724,2016-05-15-D22-CU-9,2017-03-17,none,none,9.4,96,100,NA,NA,NA,NA,JG,full work-up 1,JG
U3725,2016-05-15-D22-CU-8,2017-03-17,none,none,8.4,90,96,NA,NA,NA,NA,JG,full work-up 1,JG
U3726,2016-05-15-D22-CU-5,2017-03-17,none,none,12.1,102,108,NA,NA,Brain touched cool rack,NA,JG,full work-up 1,JG
U3727,2016-05-15-D22-CU-3,2017-03-17,none,none,7,87,NA,NA,NA,NA,NA,JG,full work-up 1,JG
U3728,2016-05-15-D22-CU-1,2017-03-17,none,none,5.8,81,85,NA,NA,NA,NA,JG,full work-up 1,JG
U3729,2016-05-15-D22-CU-7,2017-03-17,none,none,12.3,107,113,NA,NA,NA,NA,JG,full work-up 1,JG
U3730,2016-05-15-D22-CU-4,2017-03-17,none,none,9.1,93,99,NA,NA,1 broken otolith,NA,JG,full work-up 1,JG
U3960,2016-05-15-D22-CO-2,2017-03-17,none,none,42.1,155,162,NA,NA,NA,NA,JG,full work-up 1,JG
U3961,2016-05-15-D22-CO-1,2017-03-17,none,none,34.1,141,149,NA,NA,NA,NA,JG,full work-up 1,JG
U3962,2016-06-09-J09-CO-1,2017-03-18,none,none,33.8,139,144,NA,NA,NA,Nematode on pyloric caeca,JG,full work-up 1,NA
U3983,2016-06-09-J09-HE-1,2017-03-18,none,none,14.5,117,NA,NA,NA,Lost RNA samples,NA,JG,full work-up 1,NA
U3984,2016-05-15-D22-HE-1,2017-03-18,none,none,26.7,133,139,NA,NA,Lost RNA samples,NA,JG,full work-up 1,NA
U3985,2016-05-15-D22-HE-2,2017-03-18,none,none,31.8,140,149,NA,NA,1 broken otolith,NA,JG,full work-up 1,NA
U3986,2016-05-15-D22-HE-7,2017-03-18,none,none,26.9,137,145,NA,NA,NA,NA,JG,full work-up 1,NA
U3987,2016-05-15-D22-HE-8,2017-03-18,none,none,16.5,115,121,NA,NA,Brain touched gill tube,NA,JG,full work-up 1,NA
U3988,2016-05-15-D22-HE-9,2017-03-18,none,none,19.6,124,NA,NA,NA,NA,NA,JG,full work-up 1,NA
U3989,2016-05-15-D22-HE-3,2017-03-18,none,none,29.8,142,148,NA,NA,Brain slightly thawed,NA,JG,full work-up 1,NA
U3990,2016-05-15-D22-HE-5,2017-03-18,none,none,31.8,140,146,NA,NA,NA,NA,JG,full work-up 1,NA
U3991,2016-05-15-D22-HE-10,2017-03-18,none,none,28.2,139,146,NA,NA,NA,NA,JG,full work-up 1,NA
U3992,2016-05-15-D22-HE-4,2017-03-18,none,none,29.5,137,144,NA,NA,Both otoliths broken (but retrieved),NA,JG,full work-up 1,NA
U3824,2016-06-14-D22-PI-4,2017-03-19,none,none,12.7,109,114,NA,NA,NA,NA,JG,full work-up 1,NA
U3825,2016-06-14-D22-PI-5,2017-03-19,none,none,8.6,96,101,NA,NA,RNA cross-contaminated with u3886,NA,JG,full work-up 1,NA
U3826,2016-06-14-D22-PI-9,2017-03-19,none,none,10.3,102,106,NA,NA,NA,NA,JG,full work-up 1,NA
U3827,2016-06-14-D22-PI-10,2017-03-19,none,none,11,103,108,NA,NA,NA,NA,JG,full work-up 1,NA
U3828,2016-06-14-D22-PI-3,2017-03-19,none,none,14.2,113,118,NA,NA,NA,NA,JG,full work-up 1,NA
U3829,2016-06-14-D22-PI-7,2017-03-19,none,none,10.4,104,109,NA,NA,NA,NA,JG,full work-up 1,NA
U3830,2016-06-14-D22-PI-2,2017-03-19,none,none,10.8,107,111,NA,NA,Only 1 otolith,NA,JG,full work-up 1,NA
U3831,2016-06-14-D22-PI-6,2017-03-19,none,none,10.7,103,107,NA,NA,NA,NA,JG,full work-up 1,NA
U3832,2016-06-14-D22-PI-8,2017-03-19,none,none,12.2,106,111,NA,NA,NA,NA,JG,full work-up 1,NA
U3833,2016-06-14-D22-PI-1,2017-03-19,none,none,11.7,103,108,NA,NA,NA,NA,JG,full work-up 1,NA
U3834,2016-06-09-J02-PI-7,2017-03-19,none,none,15.3,111,116,NA,NA,Gill from u3835 touched inner wall of tube,NA,JG,full work-up 1,NA
U3835,2016-06-09-J02-PI-3,2017-03-19,none,none,12.6,106,NA,NA,NA,Only 1 otolith,NA,JG,full work-up 1,NA
U3836,2016-06-09-J02-PI-6,2017-03-19,none,none,13.6,105,110,NA,NA,NA,NA,JG,full work-up 1,NA
U3837,2016-06-09-J02-PI-2,2017-03-19,none,none,18.1,115,120,NA,NA,NA,NA,JG,full work-up 1,NA
U3993,2016-05-15-D22-HE-6,2017-03-19,none,none,27.3,137,144,NA,NA,NA,NA,JG,full work-up 1,NA
U3838,2016-06-09-J02-PI-10,2017-03-20,none,none,14,103,106,NA,NA,1 broken otolith,NA,JG,full work-up 1,NA
U3839,2016-06-09-J02-PI-1,2017-03-20,none,none,8.6,92,96,NA,NA,NA,NA,JG,full work-up 1,NA
U3840,2016-06-09-J02-PI-9,2017-03-20,none,none,27.2,130,NA,NA,NA,NA,NA,JG,full work-up 1,NA
U3841,2016-05-27-J09-PI-2,2017-03-20,none,none,11.4,105,NA,NA,NA,Kidney sample taken closer to vent; slightly thawed,NA,JG,full work-up 1,NA
U3842,2016-05-27-J09-PI-1,2017-03-20,none,none,10.5,97,102,NA,NA,NA,NA,JG,full work-up 1,NA
U3843,2016-05-15-D22-PI-7,2017-03-20,none,none,2.4,62,NA,NA,NA,Only 1 otolith. too small to take scale smear,No scales,JG,full work-up 1,NA
U3844,2016-05-15-D22-PI-9,2017-03-20,none,none,7.8,91,95,NA,NA,NA,NA,JG,full work-up 1,NA
U3845,2016-05-15-D22-PI-2,2017-03-20,none,none,3.6,72,NA,NA,NA,Too small to take scale smear,No scales,JG,full work-up 1,NA
U3846,2016-05-15-D22-PI-5,2017-03-20,none,none,1.6,49,NA,NA,NA,Fish fell on lab stool seat. too small to take scale smear,No scales,JG,full work-up 1,NA
U3847,2016-05-15-D22-PI-8,2017-03-20,none,none,4.2,72,NA,NA,NA,NA,NA,JG,full work-up 1,NA
U3848,2016-05-15-D22-PI-3,2017-03-20,none,none,7.3,88,92,NA,NA,NA,NA,JG,full work-up 1,NA
U3887,2016-06-09-J02-PI-5,2017-03-20,none,none,13.5,100,106,NA,NA,Fish hit floor before dissecting,NA,MF,full work-up 1,NA
U3888,2016-06-09-J02-PI-4,2017-03-20,none,none,13.4,113,116,NA,NA,NA,NA,MF,full work-up 1,NA
U3889,2016-06-09-J02-PI-8,2017-03-20,none,none,13.3,110,114,NA,NA,NA,NA,MF,full work-up 1,NA
U3890,2016-05-15-D22-PI-6,2017-03-20,none,none,5.7,87,NA,NA,NA,NA,NA,MF,full work-up 1,NA
U3891,2016-05-15-D22-PI-4,2017-03-20,none,none,5.1,82,NA,NA,NA,NA,NA,MF,full work-up 1,NA
U4020,2015-06-17-D08-CU-10,2017-06-14,none,none,27.7,133,NA,NA,NA,NA,NA,CVJ,full work-up 1,CVJ
U4021,2015-06-17-D08-CU-4,2017-06-15,none,none,22.2,131,136,NA,NA,NA,NA,CVJ,full work-up 1,CVJ
U4022,2015-06-17-D08-CU-6,2017-06-15,none,none,25.1,133,139,NA,NA,NA,NA,CVJ,full work-up 1,CVJ
U4017,2015-06-17-D08-CU-2,2017-06-16,none,none,25.4,127,133,NA,NA,NA,NA,CVJ,full work-up 1,NA
U4018,2015-06-17-D08-CU-7,2017-06-16,none,none,23.7,132,137,NA,NA,NA,NA,CVJ,full work-up 1,NA
U4019,2015-06-17-D08-CU-8,2017-06-16,none,none,26.8,132,138,NA,NA,NA,NA,CVJ,full work-up 1,NA
U4023,2015-06-17-D08-CU-1,2017-06-22,none,none,28.3,138,143,NA,NA,Broken otoliths,NA,CVJ,full work-up 1,CVJ
U4024,2015-06-17-D08-CU-9,2017-06-22,none,none,24.1,128,NA,NA,NA,NA,NA,CVJ,full work-up 1,CVJ
U4025,2015-06-17-D08-CU-3,2017-06-29,none,none,21.7,129,NA,NA,NA,NA,NA,CVJ,full work-up 1,CVJ
U4026,2015-06-17-D08-CU-5,2017-06-29,none,none,NA,116,121,NA,NA,Forgot to weigh,NA,CVJ,full work-up 1,CVJ
U4201,2016-05-19-D08-SO-8,2017-08-23,none,none,6.6,88,NA,NA,NA,NA,NA,BJ,full work-up 1,CVJ
U4202,2016-05-19-D08-SO-11,2017-08-23,none,none,4.3,74,78,NA,NA,Lost both otoliths,NA,BJ,full work-up 1,CVJ
U4203,2016-05-19-D08-SO-18,2017-08-23,none,none,5.3,83,86,NA,NA,NA,NA,BJ,full work-up 1,CVJ
U4204,2016-05-19-D08-SO-21,2017-08-23,none,none,5.6,84,89,NA,NA,No stomach taken,NA,BJ,full work-up 1,CVJ
U4225,2016-05-19-D08-SO-29,2017-08-23,none,none,3.3,69,NA,NA,NA,NA,NA,CVJ,full work-up 1,CVJ
U4226,2016-05-19-D08-SO-27,2017-08-23,none,none,4.5,78,NA,NA,NA,NA,NA,CVJ,full work-up 1,CVJ
U4227,2016-05-19-D08-SO-17,2017-08-23,none,none,5.4,87,NA,NA,NA,NA,Large lesion on dorsal side near caudal peduncal. looked almost like a bite.,CVJ,full work-up 1,CVJ
U4228,2016-05-19-D08-SO-28,2017-08-23,none,none,5.4,84,88,NA,NA,NA,NA,CVJ,full work-up 1,CVJ
U4229,2016-05-19-D08-SO-30,2017-08-23,none,none,5.1,83,87,NA,NA,NA,NA,CVJ,full work-up 1,CVJ
U4230,2016-05-19-D08-SO-26,2017-08-23,none,none,5.7,87,NA,NA,NA,NA,NA,CVJ,full work-up 1,CVJ
U4273,2016-05-19-D08-SO-9,2017-08-23,none,none,4,70,72,NA,NA,NA,NA,JG,full work-up 1,CVJ
U4274,2016-05-19-D08-SO-1,2017-08-23,none,none,5.1,78,84,NA,NA,Liver touched outer fish body,NA,JG,full work-up 1,CVJ
U4275,2016-05-19-D08-SO-22,2017-08-23,none,none,4.9,79,82,NA,NA,NA,NA,JG,full work-up 1,CVJ
U4276,2016-05-19-D08-SO-20,2017-08-23,none,none,14.1,112,117,NA,NA,NA,NA,JG,full work-up 1,CVJ
U4277,2016-05-19-D08-SO-19,2017-08-23,none,none,6.5,86,90,NA,NA,NA,NA,JG,full work-up 1,CVJ
U4278,2016-05-19-D08-SO-24,2017-08-24,none,none,6.2,84,89,NA,NA,NA,NA,JG,full work-up 1,JG
U4279,2016-05-19-D08-SO-12,2017-08-24,none,none,5.7,85,88,NA,NA,NA,NA,JG,full work-up 1,JG
U4280,2016-05-19-D08-SO-16,2017-08-24,none,none,5.8,83,87,NA,NA,NA,NA,JG,full work-up 1,JG
U4281,2016-05-19-D08-SO-23,2017-08-24,none,none,3.7,71,76,NA,NA,NA,NA,JG,full work-up 1,JG
U4282,2016-05-19-D08-SO-25,2017-08-24,none,none,3.8,73,75,NA,NA,Gill touched u4283; bead is on top of gill,NA,JG,full work-up 1,JG
U4283,2016-05-28-J03-SO-1,2017-08-24,none,none,7.4,88,93,NA,NA,Gill touched u4282,NA,JG,full work-up 1,JG
U4284,2016-05-28-J03-SO-5,2017-08-24,none,none,8.7,92,99,NA,NA,"Cm fully thawed, therefore did not preserve",NA,JG,full work-up 1,JG
U4231,2016-05-28-J03-SO-3,2017-08-25,none,none,9,95,NA,NA,NA,NA,Pale kidney and liver,CVJ,full work-up 1,CVJ
U4232,2016-05-28-J03-SO-7,2017-08-25,none,none,9.4,98,104,NA,NA,NA,Pale gills and pale dorsal heart ventericle.,CVJ,full work-up 1,CVJ
U4233,2016-05-28-J03-SO-10,2017-08-25,none,none,7.9,88,93,NA,NA,NA,NA,CVJ,full work-up 1,CVJ
U4234,2016-05-28-J03-SO-6,2017-08-25,none,none,8,93,99,NA,NA,NA,NA,CVJ,full work-up 1,CVJ
U4235,2016-05-28-J03-SO-9,2017-08-25,none,none,8.2,94,99,NA,NA,NA,NA,CVJ,full work-up 1,CVJ
U4236,2016-05-28-J03-SO-2,2017-08-28,none,none,7.5,90,95,NA,NA,NA,NA,CVJ,full work-up 1,CVJ
U4237,2016-05-28-J03-SO-8,2017-08-28,none,none,7.8,93,96,NA,NA,NA,NA,CVJ,full work-up 1,CVJ
U4238,2016-05-28-J03-SO-4,2017-08-28,none,none,6,87,NA,NA,NA,NA,NA,CVJ,full work-up 1,CVJ
U4239,2016-06-23-J03-SO-10,2017-08-28,none,none,20.2,123,129,NA,NA,NA,NA,CVJ,full work-up 1,CVJ
U4240,2016-06-23-J03-SO-4,2017-08-28,none,none,16.7,117,123,NA,NA,NA,NA,CVJ,full work-up 1,CVJ
U4241,2016-06-23-J03-SO-5,2017-08-28,none,none,15.6,117,122,NA,NA,NA,NA,CVJ,full work-up 1,CVJ
U4242,2016-06-23-J03-SO-6,2017-08-28,none,none,14.5,111,117,NA,NA,NA,NA,CVJ,full work-up 1,CVJ
U4243,2016-06-23-J03-SO-3,2017-08-28,none,none,16.2,114,119,NA,NA,NA,NA,CVJ,full work-up 1,CVJ
U4244,2016-06-23-J03-SO-9,2017-08-28,none,none,12.2,117,NA,NA,NA,"Sea lice very thawed, found at end of dissection.",NA,CVJ,full work-up 1,CVJ
U4245,2016-06-23-J03-SO-2,2017-08-29,none,none,21.8,123,128,NA,NA,NA,NA,CVJ,full work-up 1,CVJ
U4246,2016-06-23-J03-SO-7,2017-08-29,none,none,16,114,NA,NA,NA,NA,NA,CVJ,full work-up 1,CVJ
U4247,2016-06-23-J03-SO-1,2017-08-29,none,none,12.6,107,112,NA,NA,NA,NA,CVJ,full work-up 1,CVJ
U4248,2016-06-23-J03-SO-8,2017-08-29,none,none,13.5,109,114,NA,NA,NA,NA,CVJ,full work-up 1,CVJ
U4249,2016-06-04-J03-SO-30,2017-08-29,none,none,7.4,85,90,NA,NA,NA,NA,CVJ,full work-up 1,CVJ
U4250,2016-06-04-J03-SO-3,2017-08-29,none,none,5.7,79,83,NA,NA,NA,NA,CVJ,full work-up 1,CVJ
U4251,2016-06-04-J03-SO-1,2017-08-29,none,none,8.7,91,96,NA,NA,NA,NA,CVJ,full work-up 1,CVJ
